window,seq_auc,relaxed_auc,diff
10050,0.8532,0.8522,-0.0010
10051,0.8710,0.8754,0.0044
10052,0.8620,0.8692,0.0072
10053,0.8874,0.8408,-0.0466
10054,0.9310,0.9326,0.0016
10055,0.8598,0.8662,0.0064
10056,0.8406,0.8446,0.0040
10057,0.8562,0.8662,0.0100
10058,0.8440,0.8514,0.0074
10059,0.8734,0.8642,-0.0092
10060,0.8318,0.8440,0.0122
10061,0.9036,0.9438,0.0402
10062,0.8702,0.8388,-0.0314
10063,0.8672,0.8678,0.0006
10064,0.8950,0.8736,-0.0214
10065,0.9020,0.9072,0.0052
10066,0.9168,0.9214,0.0046
10067,0.8662,0.8694,0.0032
10068,0.9264,0.9266,0.0002
10069,0.8402,0.8412,0.0010
10070,0.9416,0.9460,0.0044
10071,0.8724,0.8874,0.0150
10072,0.8922,0.9044,0.0122
10073,0.9394,0.9170,-0.0224
10074,0.8652,0.8626,-0.0026
10075,0.9626,0.9234,-0.0392
10076,0.8882,0.9032,0.0150
10077,0.8716,0.8688,-0.0028
10078,0.8854,0.8686,-0.0168
10079,0.8896,0.8818,-0.0078
10080,0.9088,0.8944,-0.0144
10081,0.8546,0.8522,-0.0024
10082,0.8650,0.8768,0.0118
10083,0.8800,0.8806,0.0006
10084,0.8554,0.8378,-0.0176
10085,0.9446,0.9424,-0.0022
10086,0.8740,0.8858,0.0118
10087,0.9014,0.9100,0.0086
10088,0.8826,0.8770,-0.0056
10089,0.8910,0.8890,-0.0020
10090,0.9024,0.8902,-0.0122
10091,0.9020,0.9036,0.0016
10092,0.8964,0.8874,-0.0090
10093,0.8364,0.8638,0.0274
10094,0.9214,0.9058,-0.0156
10095,0.8778,0.8646,-0.0132
10096,0.9064,0.8764,-0.0300
10097,0.9058,0.8960,-0.0098
10098,0.9482,0.9376,-0.0106
10099,0.8562,0.8554,-0.0008
10100,0.9072,0.9092,0.0020
10101,0.9438,0.9370,-0.0068
10102,0.8802,0.8830,0.0028
10103,0.8424,0.8400,-0.0024
10104,0.9038,0.9240,0.0202
10105,0.9014,0.9232,0.0218
10106,0.8994,0.9072,0.0078
10107,0.8736,0.8758,0.0022
10108,0.9186,0.9284,0.0098
10109,0.8922,0.8920,-0.0002
10110,0.9310,0.9442,0.0132
10111,0.9536,0.9528,-0.0008
10112,0.9010,0.8834,-0.0176
10113,0.8852,0.9020,0.0168
10114,0.8632,0.8750,0.0118
10115,0.9184,0.9152,-0.0032
10116,0.9166,0.8920,-0.0246
10117,0.9610,0.9468,-0.0142
10118,0.8478,0.8614,0.0136
10119,0.9296,0.9276,-0.0020
10120,0.8652,0.9044,0.0392
10121,0.8678,0.8542,-0.0136
10122,0.8522,0.8576,0.0054
10123,0.9126,0.9186,0.0060
10124,0.8442,0.8476,0.0034
10125,0.8542,0.8526,-0.0016
10126,0.8720,0.8800,0.0080
10127,0.9342,0.9224,-0.0118
10128,0.8276,0.8624,0.0348
10129,0.8768,0.8996,0.0228
10130,0.8988,0.8870,-0.0118
10131,0.9010,0.8878,-0.0132
10132,0.8662,0.8816,0.0154
10133,0.8832,0.9096,0.0264
10134,0.9118,0.9126,0.0008
10135,0.9354,0.9382,0.0028
10136,0.8788,0.8844,0.0056
10137,0.9580,0.9304,-0.0276
10138,0.9046,0.8896,-0.0150
10139,0.8530,0.8834,0.0304
10140,0.9298,0.9124,-0.0174
10141,0.8926,0.8834,-0.0092
10142,0.8502,0.8776,0.0274
10143,0.8552,0.8536,-0.0016
10144,0.8588,0.8862,0.0274
10145,0.8820,0.8498,-0.0322
10146,0.8656,0.8864,0.0208
10147,0.8278,0.8500,0.0222
10148,0.8622,0.8518,-0.0104
10149,0.8766,0.8950,0.0184
10150,0.9526,0.9298,-0.0228
10151,0.9040,0.9078,0.0038
10152,0.8628,0.8742,0.0114
10153,0.9352,0.9324,-0.0028
10154,0.8466,0.8512,0.0046
10155,0.8312,0.8458,0.0146
10156,0.8156,0.8430,0.0274
10157,0.9200,0.9368,0.0168
10158,0.8542,0.8492,-0.0050
10159,0.8510,0.8528,0.0018
10160,0.8814,0.8846,0.0032
10161,0.9286,0.9162,-0.0124
10162,0.8968,0.9352,0.0384
10163,0.9350,0.9168,-0.0182
10164,0.8706,0.8382,-0.0324
10165,0.8988,0.8856,-0.0132
10166,0.8996,0.9080,0.0084
10167,0.8544,0.8566,0.0022
10168,0.9296,0.9406,0.0110
10169,0.8702,0.8636,-0.0066
10170,0.9088,0.9428,0.0340
10171,0.9328,0.9548,0.0220
10172,0.9536,0.9508,-0.0028
10173,0.9268,0.9208,-0.0060
10174,0.9442,0.9146,-0.0296
10175,0.8604,0.8572,-0.0032
10176,0.8544,0.8584,0.0040
10177,0.8750,0.9006,0.0256
10178,0.9082,0.9312,0.0230
10179,0.8880,0.8962,0.0082
10180,0.9170,0.8574,-0.0596
10181,0.8582,0.8404,-0.0178
10182,0.8914,0.8612,-0.0302
10183,0.8672,0.8900,0.0228
10184,0.8614,0.8704,0.0090
10185,0.8510,0.8548,0.0038
10186,0.9030,0.9070,0.0040
10187,0.9288,0.9354,0.0066
10188,0.8614,0.8646,0.0032
10189,0.8940,0.9176,0.0236
10190,0.8952,0.8972,0.0020
10191,0.8946,0.9000,0.0054
10192,0.9052,0.8792,-0.0260
10193,0.9316,0.9276,-0.0040
10194,0.8438,0.8348,-0.0090
10195,0.9150,0.9350,0.0200
10196,0.9040,0.9078,0.0038
10197,0.9008,0.8800,-0.0208
10198,0.9556,0.9544,-0.0012
10199,0.9084,0.9038,-0.0046
10200,0.8862,0.8878,0.0016
10201,0.9046,0.9034,-0.0012
10202,0.8290,0.8396,0.0106
10203,0.9558,0.9680,0.0122
10204,0.9384,0.9352,-0.0032
10205,0.9434,0.9486,0.0052
10206,0.9344,0.9518,0.0174
10207,0.9326,0.9274,-0.0052
10208,0.9454,0.9438,-0.0016
10209,0.8338,0.8696,0.0358
10210,0.8322,0.8378,0.0056
10211,0.8700,0.9074,0.0374
10212,0.8406,0.8754,0.0348
10213,0.9322,0.9342,0.0020
10214,0.8676,0.8444,-0.0232
10215,0.9128,0.9202,0.0074
10216,0.8638,0.8726,0.0088
10217,0.9232,0.9094,-0.0138
10218,0.8752,0.8672,-0.0080
10219,0.9096,0.9040,-0.0056
10220,0.8192,0.8316,0.0124
10221,0.8340,0.8240,-0.0100
10222,0.8902,0.8894,-0.0008
10223,0.8730,0.8462,-0.0268
10224,0.8988,0.8870,-0.0118
10225,0.9106,0.9322,0.0216
10226,0.8800,0.9078,0.0278
10227,0.9390,0.9378,-0.0012
10228,0.9294,0.9292,-0.0002
10229,0.8040,0.8288,0.0248
10230,0.9350,0.9416,0.0066
10231,0.8836,0.9004,0.0168
10232,0.9072,0.9064,-0.0008
10233,0.9252,0.9244,-0.0008
10234,0.9168,0.9442,0.0274
10235,0.9352,0.9284,-0.0068
10236,0.8910,0.8858,-0.0052
10237,0.8664,0.8898,0.0234
10238,0.8760,0.8564,-0.0196
10239,0.8912,0.8526,-0.0386
10240,0.9046,0.9044,-0.0002
10241,0.9124,0.9018,-0.0106
10242,0.8930,0.8942,0.0012
10243,0.8908,0.8640,-0.0268
10244,0.8840,0.9040,0.0200
10245,0.8884,0.8894,0.0010
10246,0.9814,0.9732,-0.0082
10247,0.8610,0.8742,0.0132
10248,0.9108,0.9124,0.0016
10249,0.9394,0.9308,-0.0086
10250,0.9156,0.9220,0.0064
10251,0.9314,0.9336,0.0022
10252,0.8640,0.8972,0.0332
10253,0.8866,0.9016,0.0150
10254,0.9080,0.9150,0.0070
10255,0.8914,0.8748,-0.0166
10256,0.9024,0.9062,0.0038
10257,0.9048,0.9200,0.0152
10258,0.8918,0.8632,-0.0286
10259,0.7890,0.8260,0.0370
10260,0.8618,0.8772,0.0154
10261,0.8936,0.9094,0.0158
10262,0.9690,0.9648,-0.0042
10263,0.9092,0.9064,-0.0028
10264,0.9144,0.9128,-0.0016
10265,0.8620,0.8540,-0.0080
10266,0.8890,0.8910,0.0020
10267,0.9472,0.9500,0.0028
10268,0.9176,0.9048,-0.0128
10269,0.9080,0.8990,-0.0090
10270,0.8464,0.8730,0.0266
10271,0.9180,0.9242,0.0062
10272,0.8590,0.8656,0.0066
10273,0.9098,0.9038,-0.0060
10274,0.9578,0.9590,0.0012
10275,0.8972,0.9084,0.0112
10276,0.8940,0.9208,0.0268
10277,0.9004,0.8640,-0.0364
10278,0.8878,0.9068,0.0190
10279,0.8916,0.9186,0.0270
10280,0.9174,0.9172,-0.0002
10281,0.9036,0.8874,-0.0162
10282,0.9258,0.9244,-0.0014
10283,0.8886,0.8868,-0.0018
10284,0.9340,0.9304,-0.0036
10285,0.8778,0.8628,-0.0150
10286,0.9300,0.9268,-0.0032
10287,0.8768,0.8426,-0.0342
10288,0.9462,0.9438,-0.0024
10289,0.8238,0.8202,-0.0036
10290,0.9332,0.9184,-0.0148
10291,0.9186,0.9226,0.0040
10292,0.9208,0.8908,-0.0300
10293,0.8762,0.8748,-0.0014
10294,0.8992,0.8900,-0.0092
10295,0.9262,0.9400,0.0138
10296,0.8898,0.8932,0.0034
10297,0.9036,0.9048,0.0012
10298,0.9200,0.9200,0.0000
10299,0.8838,0.8724,-0.0114
10300,0.8402,0.8394,-0.0008
10301,0.8516,0.8540,0.0024
10302,0.9176,0.9064,-0.0112
10303,0.8650,0.8644,-0.0006
10304,0.8758,0.8672,-0.0086
10305,0.8516,0.8424,-0.0092
10306,0.9312,0.9354,0.0042
10307,0.9062,0.9120,0.0058
10308,0.8276,0.8064,-0.0212
10309,0.8136,0.8212,0.0076
10310,0.9054,0.9270,0.0216
10311,0.8912,0.8674,-0.0238
10312,0.8704,0.8884,0.0180
10313,0.9148,0.9154,0.0006
10314,0.8974,0.8806,-0.0168
10315,0.9084,0.9146,0.0062
10316,0.8102,0.8362,0.0260
10317,0.8282,0.8542,0.0260
10318,0.9314,0.9256,-0.0058
10319,0.9420,0.9500,0.0080
10320,0.8746,0.8678,-0.0068
10321,0.9176,0.9074,-0.0102
10322,0.8930,0.9092,0.0162
10323,0.9074,0.9278,0.0204
10324,0.8922,0.8918,-0.0004
10325,0.9018,0.8874,-0.0144
10326,0.8918,0.8962,0.0044
10327,0.8726,0.8602,-0.0124
10328,0.8284,0.8362,0.0078
10329,0.9046,0.8980,-0.0066
10330,0.8618,0.8646,0.0028
10331,0.8988,0.8680,-0.0308
10332,0.8228,0.8314,0.0086
10333,0.8382,0.8208,-0.0174
10334,0.9022,0.9034,0.0012
10335,0.8758,0.8982,0.0224
10336,0.9114,0.9110,-0.0004
10337,0.8230,0.8642,0.0412
10338,0.9148,0.9146,-0.0002
10339,0.8450,0.8446,-0.0004
10340,0.8726,0.8888,0.0162
10341,0.8992,0.9018,0.0026
10342,0.9332,0.9106,-0.0226
10343,0.8936,0.8950,0.0014
10344,0.8916,0.8880,-0.0036
10345,0.9334,0.9546,0.0212
10346,0.8794,0.8788,-0.0006
10347,0.8954,0.8972,0.0018
10348,0.8832,0.8680,-0.0152
10349,0.9026,0.9080,0.0054
10350,0.9172,0.9084,-0.0088
10351,0.8636,0.8652,0.0016
10352,0.9162,0.9376,0.0214
10353,0.9162,0.9116,-0.0046
10354,0.9578,0.9748,0.0170
10355,0.9036,0.9142,0.0106
10356,0.8390,0.8294,-0.0096
10357,0.9036,0.9040,0.0004
10358,0.8780,0.8520,-0.0260
10359,0.9002,0.9014,0.0012
10360,0.8818,0.8870,0.0052
10361,0.8448,0.8520,0.0072
10362,0.9020,0.9176,0.0156
10363,0.8870,0.9130,0.0260
10364,0.8444,0.8470,0.0026
10365,0.8960,0.8870,-0.0090
10366,0.9016,0.9182,0.0166
10367,0.9208,0.9098,-0.0110
10368,0.8678,0.8328,-0.0350
10369,0.8826,0.8650,-0.0176
10370,0.8690,0.8812,0.0122
10371,0.9390,0.9170,-0.0220
10372,0.9270,0.9290,0.0020
10373,0.8894,0.8950,0.0056
10374,0.8934,0.8910,-0.0024
10375,0.9054,0.8948,-0.0106
10376,0.8220,0.8524,0.0304
10377,0.9182,0.9024,-0.0158
10378,0.8462,0.8326,-0.0136
10379,0.9004,0.8740,-0.0264
10380,0.8460,0.8372,-0.0088
10381,0.9308,0.9344,0.0036
10382,0.8760,0.8690,-0.0070
10383,0.8866,0.8722,-0.0144
10384,0.9214,0.9270,0.0056
10385,0.8656,0.8310,-0.0346
10386,0.8448,0.8536,0.0088
10387,0.8716,0.8842,0.0126
10388,0.8596,0.8394,-0.0202
10389,0.9106,0.9094,-0.0012
10390,0.8884,0.8792,-0.0092
10391,0.9428,0.9312,-0.0116
10392,0.8362,0.8386,0.0024
10393,0.8686,0.8404,-0.0282
10394,0.8748,0.8770,0.0022
10395,0.9208,0.9082,-0.0126
10396,0.8742,0.8720,-0.0022
10397,0.8906,0.8728,-0.0178
10398,0.8580,0.8540,-0.0040
10399,0.8550,0.8482,-0.0068
10400,0.8606,0.8610,0.0004
10401,0.8512,0.8498,-0.0014
10402,0.9072,0.9068,-0.0004
10403,0.9380,0.9324,-0.0056
10404,0.9322,0.9298,-0.0024
10405,0.8736,0.8788,0.0052
10406,0.8918,0.8922,0.0004
10407,0.9084,0.9152,0.0068
10408,0.9032,0.9102,0.0070
10409,0.8624,0.8620,-0.0004
10410,0.8574,0.8706,0.0132
10411,0.9170,0.9172,0.0002
10412,0.8616,0.8604,-0.0012
10413,0.8838,0.9034,0.0196
10414,0.8700,0.8722,0.0022
10415,0.8724,0.8594,-0.0130
10416,0.8962,0.8950,-0.0012
10417,0.8874,0.8838,-0.0036
10418,0.8906,0.8794,-0.0112
10419,0.8230,0.8440,0.0210
10420,0.8586,0.8640,0.0054
10421,0.8806,0.8902,0.0096
10422,0.8964,0.9146,0.0182
10423,0.9084,0.9152,0.0068
10424,0.8986,0.8996,0.0010
10425,0.8940,0.9114,0.0174
10426,0.9232,0.9294,0.0062
10427,0.9128,0.9278,0.0150
10428,0.8880,0.8892,0.0012
10429,0.9388,0.9346,-0.0042
10430,0.8812,0.8876,0.0064
10431,0.8520,0.8544,0.0024
10432,0.9122,0.9272,0.0150
10433,0.8998,0.9050,0.0052
10434,0.8808,0.8848,0.0040
10435,0.8016,0.8222,0.0206
10436,0.8936,0.8604,-0.0332
10437,0.8762,0.8630,-0.0132
10438,0.8658,0.8806,0.0148
10439,0.8948,0.8814,-0.0134
10440,0.8448,0.8364,-0.0084
10441,0.8446,0.8486,0.0040
10442,0.9266,0.9294,0.0028
10443,0.8804,0.9062,0.0258
10444,0.8704,0.8664,-0.0040
10445,0.9240,0.9256,0.0016
10446,0.8926,0.8956,0.0030
10447,0.9358,0.9242,-0.0116
10448,0.9094,0.9218,0.0124
10449,0.9060,0.8736,-0.0324
10450,0.9256,0.9418,0.0162
10451,0.8552,0.8710,0.0158
10452,0.9802,0.9734,-0.0068
10453,0.8630,0.8902,0.0272
10454,0.9332,0.9054,-0.0278
10455,0.8782,0.9108,0.0326
10456,0.8786,0.9160,0.0374
10457,0.8378,0.8328,-0.0050
10458,0.8736,0.8666,-0.0070
10459,0.8932,0.8736,-0.0196
10460,0.9130,0.9000,-0.0130
10461,0.8946,0.9146,0.0200
10462,0.9234,0.8834,-0.0400
10463,0.9404,0.9502,0.0098
10464,0.8534,0.8578,0.0044
10465,0.8954,0.8862,-0.0092
10466,0.9342,0.9340,-0.0002
10467,0.9206,0.9098,-0.0108
10468,0.8448,0.8300,-0.0148
10469,0.8948,0.9026,0.0078
10470,0.9158,0.8950,-0.0208
10471,0.8754,0.8454,-0.0300
10472,0.9210,0.9062,-0.0148
10473,0.9260,0.9150,-0.0110
10474,0.8876,0.8920,0.0044
10475,0.9168,0.9238,0.0070
10476,0.9072,0.9498,0.0426
10477,0.8962,0.9026,0.0064
10478,0.8868,0.8894,0.0026
10479,0.8878,0.9250,0.0372
10480,0.8878,0.8622,-0.0256
10481,0.9364,0.9332,-0.0032
10482,0.8908,0.8948,0.0040
10483,0.8514,0.8702,0.0188
10484,0.9402,0.9344,-0.0058
10485,0.9172,0.9198,0.0026
10486,0.9392,0.9164,-0.0228
10487,0.8878,0.9080,0.0202
10488,0.9026,0.9360,0.0334
10489,0.8638,0.8658,0.0020
10490,0.8990,0.8786,-0.0204
10491,0.9200,0.9036,-0.0164
10492,0.9416,0.9474,0.0058
10493,0.8778,0.8666,-0.0112
10494,0.8274,0.8144,-0.0130
10495,0.9746,0.9730,-0.0016
10496,0.8810,0.8686,-0.0124
10497,0.8966,0.8510,-0.0456
10498,0.9180,0.8878,-0.0302
10499,0.9332,0.9162,-0.0170
10500,0.9324,0.9408,0.0084
10501,0.9536,0.9516,-0.0020
10502,0.9410,0.9370,-0.0040
10503,0.8980,0.8976,-0.0004
10504,0.9158,0.9336,0.0178
10505,0.9146,0.9180,0.0034
10506,0.8642,0.8634,-0.0008
10507,0.9032,0.8956,-0.0076
10508,0.9028,0.9012,-0.0016
10509,0.8430,0.8656,0.0226
10510,0.9368,0.9270,-0.0098
10511,0.8874,0.9088,0.0214
10512,0.9172,0.9432,0.0260
10513,0.9210,0.9194,-0.0016
10514,0.8746,0.8728,-0.0018
10515,0.9142,0.9202,0.0060
10516,0.8638,0.8884,0.0246
10517,0.9198,0.9330,0.0132
10518,0.9338,0.9434,0.0096
10519,0.9306,0.9512,0.0206
10520,0.8678,0.8590,-0.0088
10521,0.9484,0.9320,-0.0164
10522,0.8710,0.8752,0.0042
10523,0.7978,0.8582,0.0604
10524,0.8676,0.8426,-0.0250
10525,0.9350,0.9082,-0.0268
10526,0.9524,0.9326,-0.0198
10527,0.9150,0.9246,0.0096
10528,0.8278,0.8438,0.0160
10529,0.9014,0.8840,-0.0174
10530,0.8932,0.9034,0.0102
10531,0.8414,0.8366,-0.0048
10532,0.9308,0.9396,0.0088
10533,0.8856,0.8964,0.0108
10534,0.9168,0.9054,-0.0114
10535,0.7782,0.7914,0.0132
10536,0.9554,0.9332,-0.0222
10537,0.8660,0.8946,0.0286
10538,0.9260,0.9152,-0.0108
10539,0.8654,0.8308,-0.0346
10540,0.8780,0.8784,0.0004
10541,0.8968,0.9028,0.0060
10542,0.9024,0.9120,0.0096
10543,0.9288,0.9400,0.0112
10544,0.8652,0.8656,0.0004
10545,0.9488,0.9558,0.0070
10546,0.9498,0.9332,-0.0166
10547,0.9000,0.9184,0.0184
10548,0.9014,0.8808,-0.0206
10549,0.9278,0.9320,0.0042
10550,0.8650,0.8706,0.0056
10551,0.8364,0.8244,-0.0120
10552,0.9392,0.9452,0.0060
10553,0.9154,0.9066,-0.0088
10554,0.9252,0.9358,0.0106
10555,0.8724,0.8648,-0.0076
10556,0.8974,0.8690,-0.0284
10557,0.9326,0.9302,-0.0024
10558,0.8780,0.8760,-0.0020
10559,0.8760,0.8860,0.0100
10560,0.8054,0.8068,0.0014
10561,0.8194,0.8238,0.0044
10562,0.9474,0.9534,0.0060
10563,0.8628,0.8920,0.0292
10564,0.9096,0.8920,-0.0176
10565,0.8696,0.9008,0.0312
10566,0.9462,0.9500,0.0038
10567,0.9170,0.8752,-0.0418
10568,0.8910,0.9142,0.0232
10569,0.9244,0.9246,0.0002
10570,0.8794,0.8616,-0.0178
10571,0.9182,0.9108,-0.0074
10572,0.9272,0.9268,-0.0004
10573,0.8908,0.8922,0.0014
10574,0.9338,0.9248,-0.0090
10575,0.8762,0.8792,0.0030
10576,0.9236,0.9252,0.0016
10577,0.9206,0.9252,0.0046
10578,0.8380,0.8636,0.0256
10579,0.9122,0.9208,0.0086
10580,0.9252,0.9060,-0.0192
10581,0.8748,0.8632,-0.0116
10582,0.9656,0.9664,0.0008
10583,0.8940,0.8910,-0.0030
10584,0.9232,0.9094,-0.0138
10585,0.9134,0.9054,-0.0080
10586,0.9514,0.9338,-0.0176
10587,0.9310,0.9068,-0.0242
10588,0.8366,0.8218,-0.0148
10589,0.9026,0.9058,0.0032
10590,0.9186,0.9232,0.0046
10591,0.9642,0.9610,-0.0032
10592,0.9114,0.9082,-0.0032
10593,0.9466,0.9490,0.0024
10594,0.8720,0.8776,0.0056
10595,0.8594,0.8482,-0.0112
10596,0.8734,0.8622,-0.0112
10597,0.8644,0.8648,0.0004
10598,0.8468,0.8440,-0.0028
10599,0.9122,0.8676,-0.0446
10600,0.9784,0.9800,0.0016
10601,0.9414,0.9560,0.0146
10602,0.7816,0.7800,-0.0016
10603,0.9552,0.9504,-0.0048
10604,0.9268,0.9122,-0.0146
10605,0.8980,0.9040,0.0060
10606,0.8406,0.8402,-0.0004
10607,0.9130,0.9248,0.0118
10608,0.8972,0.9136,0.0164
10609,0.8920,0.8954,0.0034
10610,0.8968,0.9032,0.0064
10611,0.8810,0.8854,0.0044
10612,0.9032,0.8948,-0.0084
10613,0.9116,0.9172,0.0056
10614,0.9044,0.9112,0.0068
10615,0.9394,0.9242,-0.0152
10616,0.9022,0.9014,-0.0008
10617,0.8776,0.8628,-0.0148
10618,0.8610,0.8552,-0.0058
10619,0.8824,0.8844,0.0020
10620,0.8992,0.9226,0.0234
10621,0.9430,0.9268,-0.0162
10622,0.9042,0.9152,0.0110
10623,0.9134,0.9134,-0.0000
10624,0.8878,0.8816,-0.0062
10625,0.8494,0.8846,0.0352
10626,0.9004,0.8880,-0.0124
10627,0.8548,0.8684,0.0136
10628,0.8796,0.8856,0.0060
10629,0.9046,0.9322,0.0276
10630,0.9278,0.9270,-0.0008
10631,0.8970,0.9184,0.0214
10632,0.9314,0.9368,0.0054
10633,0.9108,0.9266,0.0158
10634,0.9714,0.9790,0.0076
10635,0.9084,0.9148,0.0064
10636,0.8680,0.8734,0.0054
10637,0.9342,0.9454,0.0112
10638,0.8786,0.8642,-0.0144
10639,0.9304,0.9038,-0.0266
10640,0.8966,0.9382,0.0416
10641,0.9242,0.9110,-0.0132
10642,0.8966,0.8592,-0.0374
10643,0.9014,0.9354,0.0340
10644,0.9398,0.9634,0.0236
10645,0.8046,0.7866,-0.0180
10646,0.9024,0.8912,-0.0112
10647,0.8922,0.9028,0.0106
10648,0.8230,0.8236,0.0006
10649,0.9044,0.9274,0.0230
10650,0.8828,0.8978,0.0150
10651,0.9264,0.9054,-0.0210
10652,0.9754,0.9826,0.0072
10653,0.8676,0.8992,0.0316
10654,0.8986,0.8916,-0.0070
10655,0.9422,0.9392,-0.0030
10656,0.8680,0.8528,-0.0152
10657,0.9256,0.9220,-0.0036
10658,0.9430,0.9418,-0.0012
10659,0.9212,0.9304,0.0092
10660,0.8596,0.8702,0.0106
10661,0.9020,0.9142,0.0122
10662,0.8870,0.8978,0.0108
10663,0.9336,0.9126,-0.0210
10664,0.8872,0.9038,0.0166
10665,0.8608,0.8500,-0.0108
10666,0.8388,0.8324,-0.0064
10667,0.8334,0.8560,0.0226
10668,0.9254,0.9358,0.0104
10669,0.8560,0.8820,0.0260
10670,0.8870,0.9088,0.0218
10671,0.9002,0.9168,0.0166
10672,0.9238,0.9048,-0.0190
10673,0.8704,0.8864,0.0160
10674,0.8606,0.8524,-0.0082
10675,0.8998,0.8966,-0.0032
10676,0.8642,0.8730,0.0088
10677,0.8864,0.9006,0.0142
10678,0.8898,0.8888,-0.0010
10679,0.8458,0.8654,0.0196
10680,0.9342,0.9490,0.0148
10681,0.9640,0.9522,-0.0118
10682,0.8842,0.8946,0.0104
10683,0.9134,0.9062,-0.0072
10684,0.8900,0.8862,-0.0038
10685,0.8758,0.8380,-0.0378
10686,0.8112,0.8282,0.0170
10687,0.9454,0.9484,0.0030
10688,0.9244,0.9236,-0.0008
10689,0.9324,0.8820,-0.0504
10690,0.8894,0.8676,-0.0218
10691,0.8838,0.8892,0.0054
10692,0.9034,0.9014,-0.0020
10693,0.9364,0.9272,-0.0092
10694,0.8934,0.8896,-0.0038
10695,0.9016,0.8858,-0.0158
10696,0.8458,0.8422,-0.0036
10697,0.8902,0.8864,-0.0038
10698,0.9458,0.9464,0.0006
10699,0.8972,0.9016,0.0044
10700,0.8584,0.8568,-0.0016
10701,0.8772,0.8736,-0.0036
10702,0.9664,0.9616,-0.0048
10703,0.8854,0.8988,0.0134
10704,0.8748,0.8748,0.0000
10705,0.9062,0.9094,0.0032
10706,0.8716,0.8776,0.0060
10707,0.8148,0.8306,0.0158
10708,0.9186,0.9006,-0.0180
10709,0.8652,0.8518,-0.0134
10710,0.8830,0.8814,-0.0016
10711,0.8798,0.8582,-0.0216
10712,0.8720,0.8900,0.0180
10713,0.8700,0.8610,-0.0090
10714,0.8910,0.8946,0.0036
10715,0.9496,0.9470,-0.0026
10716,0.8558,0.8704,0.0146
10717,0.8362,0.8378,0.0016
10718,0.9212,0.9290,0.0078
10719,0.9258,0.9296,0.0038
10720,0.9254,0.9114,-0.0140
10721,0.8908,0.9208,0.0300
10722,0.8538,0.8500,-0.0038
10723,0.8642,0.8952,0.0310
10724,0.8998,0.8976,-0.0022
10725,0.9174,0.9040,-0.0134
10726,0.8574,0.8590,0.0016
10727,0.8830,0.9154,0.0324
10728,0.8948,0.8700,-0.0248
10729,0.8614,0.8524,-0.0090
10730,0.8806,0.8940,0.0134
10731,0.8880,0.9002,0.0122
10732,0.8278,0.8166,-0.0112
10733,0.8284,0.8464,0.0180
10734,0.8782,0.8822,0.0040
10735,0.8740,0.8736,-0.0004
10736,0.8678,0.8632,-0.0046
10737,0.9084,0.9216,0.0132
10738,0.8884,0.9100,0.0216
10739,0.9290,0.9120,-0.0170
10740,0.8834,0.8946,0.0112
10741,0.9144,0.8994,-0.0150
10742,0.8624,0.8674,0.0050
10743,0.8832,0.8928,0.0096
10744,0.8688,0.8642,-0.0046
10745,0.9142,0.9248,0.0106
10746,0.8700,0.8744,0.0044
10747,0.8934,0.8626,-0.0308
10748,0.9224,0.9496,0.0272
10749,0.9560,0.9540,-0.0020
10750,0.8416,0.8668,0.0252
10751,0.8564,0.8658,0.0094
10752,0.8814,0.8896,0.0082
10753,0.8768,0.8720,-0.0048
10754,0.8742,0.8694,-0.0048
10755,0.9148,0.8970,-0.0178
10756,0.9440,0.9286,-0.0154
10757,0.9644,0.9680,0.0036
10758,0.8788,0.9000,0.0212
10759,0.8848,0.8814,-0.0034
10760,0.8832,0.8638,-0.0194
10761,0.8390,0.8600,0.0210
10762,0.9558,0.9596,0.0038
10763,0.8892,0.8822,-0.0070
10764,0.8858,0.9000,0.0142
10765,0.8072,0.7956,-0.0116
10766,0.8464,0.8500,0.0036
10767,0.8624,0.8558,-0.0066
10768,0.8766,0.8770,0.0004
10769,0.9214,0.9308,0.0094
10770,0.8704,0.8752,0.0048
10771,0.9172,0.9340,0.0168
10772,0.8878,0.8958,0.0080
10773,0.8414,0.8386,-0.0028
10774,0.8960,0.9036,0.0076
10775,0.8436,0.8454,0.0018
10776,0.8640,0.8532,-0.0108
10777,0.8826,0.8952,0.0126
10778,0.9468,0.9384,-0.0084
10779,0.8914,0.8864,-0.0050
10780,0.9552,0.9714,0.0162
10781,0.8212,0.7962,-0.0250
10782,0.8448,0.8416,-0.0032
10783,0.9324,0.9470,0.0146
10784,0.9114,0.9066,-0.0048
10785,0.8264,0.8472,0.0208
10786,0.8948,0.8796,-0.0152
10787,0.8988,0.8782,-0.0206
10788,0.9188,0.9330,0.0142
10789,0.9336,0.9420,0.0084
10790,0.8572,0.8700,0.0128
10791,0.9218,0.9212,-0.0006
10792,0.9398,0.9114,-0.0284
10793,0.8890,0.9018,0.0128
10794,0.9604,0.9568,-0.0036
10795,0.9312,0.8914,-0.0398
10796,0.9022,0.9090,0.0068
10797,0.9106,0.8964,-0.0142
10798,0.9134,0.9008,-0.0126
10799,0.9006,0.9038,0.0032
10800,0.9224,0.9196,-0.0028
10801,0.8358,0.8262,-0.0096
10802,0.9376,0.9376,0.0000
10803,0.8518,0.8580,0.0062
10804,0.8114,0.8198,0.0084
10805,0.8518,0.8532,0.0014
