window_start,window_end,frozen_auc,incr_auc,periodic_auc
508600,508650,0.5187999999999999,0.7012,0.7008
508650,508700,0.6106,0.761,0.7605999999999999
508700,508750,0.5942,0.7628,0.7644000000000001
508750,508800,0.5496000000000001,0.633,0.6326
508800,508850,0.5208,0.6792,0.6900000000000001
508850,508900,0.5424,0.7293999999999999,0.7258
508900,508950,0.5394000000000001,0.7070000000000001,0.713
508950,509000,0.4862,0.737,0.7525999999999999
509000,509050,0.5170000000000001,0.6952,0.7024
509050,509100,0.4896000000000001,0.633,0.6506000000000001
509100,509150,0.533,0.7724,0.7744000000000001
509150,509200,0.5728,0.6995999999999999,0.6896000000000001
509200,509250,0.5549999999999999,0.6923999999999999,0.6868000000000001
509250,509300,0.5688000000000001,0.712,0.7072
509300,509350,0.5808,0.7836000000000001,0.7804000000000001
509350,509400,0.5738,0.6362,0.621
509400,509450,0.5810000000000001,0.6918,0.6886
509450,509500,0.5562000000000001,0.7000000000000001,0.7016
509500,509550,0.525,0.6698,0.6642
509550,509600,0.5014,0.7156,0.692
509600,509650,0.5736000000000001,0.7454,0.7386
509650,509700,0.5448000000000001,0.6738000000000001,0.6993999999999999
509700,509750,0.7953999999999999,0.8088,0.8200000000000001
509750,509800,0.4646,0.7266,0.7106
509800,509850,0.5462,0.6377999999999999,0.6738
509850,509900,0.544,0.713,0.7006
509900,509950,0.6073999999999999,0.7706000000000001,0.7662000000000001
509950,510000,0.5502,0.8002,0.7969999999999999
510000,510050,0.489,0.6414,0.6586000000000001
510050,510100,0.4822,0.6634,0.7018
510100,510150,0.48780000000000007,0.674,0.6315999999999999
510150,510200,0.47940000000000005,0.6374000000000001,0.649
510200,510250,0.503,0.5872,0.5932
510250,510300,0.4302,0.5724,0.5760000000000001
510300,510350,0.47520000000000007,0.636,0.6332
510350,510400,0.4977999999999999,0.6803999999999999,0.6572
510400,510450,0.5546,0.654,0.6648000000000001
510450,510500,0.5032000000000001,0.627,0.6194
510500,510550,0.5436000000000001,0.6578,0.6434
510550,510600,0.46379999999999993,0.6461999999999999,0.6386000000000001
510600,510650,0.45520000000000005,0.5918,0.6005999999999999
510650,510700,0.5236000000000001,0.6868000000000001,0.6992
510700,510750,0.5638000000000001,0.6544,0.6496000000000001
510750,510800,0.5322,0.7061999999999999,0.7086
510800,510850,0.5284,0.7188,0.6916
510850,510900,0.5837999999999999,0.6536000000000001,0.6392
510900,510950,0.536,0.6997999999999999,0.6854
510950,511000,0.5428,0.6752,0.6724
511000,511050,0.5792,0.729,0.701
511050,511100,0.5554,0.6801999999999999,0.6862
511100,511150,0.524,0.673,0.6706
511150,511200,0.5352,0.6572,0.684
511200,511250,0.5958,0.7864000000000001,0.7928
511250,511300,0.5214000000000001,0.6986,0.7021999999999999
511300,511350,0.5860000000000001,0.7478,0.7333999999999999
511350,511400,0.5998,0.7888000000000001,0.8004
511400,511450,0.6054,0.7402,0.7313999999999999
511450,511500,0.5694,0.7266,0.7394000000000001
511500,511550,0.5162000000000001,0.6896,0.6908000000000001
511550,511600,0.5072,0.6154,0.6277999999999999
511600,511650,0.48180000000000006,0.7288,0.736
511650,511700,0.4038,0.6826,0.6805999999999999
511700,511750,0.5322,0.7476,0.7296
511750,511800,0.5494,0.5726,0.5722
511800,511850,0.5958,0.7,0.6912
511850,511900,0.5218,0.7704,0.7696000000000001
511900,511950,0.4978,0.7238,0.7242
511950,512000,0.524,0.6922,0.7106
512000,512050,0.5552,0.6692,0.6656
512050,512100,0.5619999999999999,0.737,0.7578
512100,512150,0.637,0.6718,0.6910000000000001
512150,512200,0.5716,0.7362,0.7502
512200,512250,0.5456000000000001,0.7042,0.7026
512250,512300,0.538,0.65,0.6464000000000001
512300,512350,0.49659999999999993,0.6943999999999999,0.6872
512350,512400,0.6324000000000001,0.7958,0.7798
512400,512450,0.5448,0.7414,0.7442000000000001
512450,512500,0.5850000000000001,0.7283999999999999,0.7396
512500,512550,0.5234,0.7498,0.7294
512550,512600,0.5544,0.6984,0.6832
512600,512650,0.5342,0.7074,0.7242
512650,512700,0.5574,0.7402,0.7554000000000001
512700,512750,0.5432,0.6734,0.6722
512750,512800,0.5142,0.6734,0.665
512800,512850,0.45600000000000007,0.8066,0.7858
512850,512900,0.5314000000000001,0.786,0.784
512900,512950,0.5172,0.6842,0.6814
512950,513000,0.4128,0.5724,0.5651999999999999
513000,513050,0.52,0.6826,0.6786000000000001
513050,513100,0.49079999999999996,0.6716,0.6772
513100,513150,0.5414000000000001,0.5731999999999999,0.5872
513150,513200,0.5392,0.7509999999999999,0.7414
513200,513250,0.5187999999999999,0.7183999999999999,0.6996
513250,513300,0.5663999999999999,0.8068000000000001,0.7832000000000001
513300,513350,0.4584000000000001,0.702,0.71
513350,513400,0.6398,0.7155999999999999,0.6948
513400,513450,0.5519999999999999,0.7787999999999999,0.7428
513450,513500,0.48619999999999997,0.7575999999999999,0.7544
513500,513550,0.5066,0.663,0.6374000000000001
513550,513600,0.5516000000000001,0.7744000000000001,0.7848
513600,513650,0.4620000000000001,0.7694,0.7749999999999999
513650,513700,0.589,0.7709999999999999,0.775
513700,513750,0.5932000000000001,0.7398,0.7357999999999999
513750,513800,0.668,0.811,0.8194
513800,513850,0.5248,0.7337999999999999,0.7326
513850,513900,0.6562,0.7111999999999999,0.7276
513900,513950,0.512,0.6990000000000001,0.6906
513950,514000,0.5806,0.74,0.7363999999999999
514000,514050,0.5962000000000001,0.7136,0.7240000000000001
514050,514100,0.627,0.7462,0.7442
514100,514150,0.525,0.7027999999999999,0.6871999999999999
514150,514200,0.6214000000000001,0.7182,0.7030000000000001
514200,514250,0.5438000000000001,0.7956,0.7904
514250,514300,0.6706,0.7976000000000001,0.8268
514300,514350,0.7222,0.8804,0.8728
514350,514400,0.7234,0.8460000000000001,0.8652
514400,514450,0.6846,0.9097999999999999,0.8966
514450,514500,0.6478,0.7534,0.7662
